target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
genemark-YALI0A-processed-gene-1.54-mRNA-1	459	241.336	1049	212.356	1049	4.346637053734213	212.35652790604533
augustus_masked-YALI0A-processed-gene-1.74-mRNA-1	1902	1670.23	918	26.8522	918	0.5496249019596103	26.852123696541874
genemark-YALI0A-processed-gene-1.55-mRNA-1	525	290.723	237	39.8273	237	0.81520897899375	39.82732999255626
genemark-YALI0A-processed-gene-1.56-mRNA-1	1638	1390.81	669	23.5001	669	0.4810146605215666	23.500145495817378
genemark-YALI0A-processed-gene-1.44-mRNA-1	1224	1010.5	1580	76.3892	1580	1.5635823849579416	76.38938385238947
augustus_masked-YALI0A-processed-gene-1.76-mRNA-1	1494	1273.24	0	0	0	0	0
genemark-YALI0A-processed-gene-1.57-mRNA-1	1191	968.598	893	45.0422	893	0.9219511087158966	45.04225540934902
genemark-YALI0A-processed-gene-1.58-mRNA-1	2232	1963.69	740	18.4107	740	0.37684155849446704	18.41073085774169
genemark-YALI0A-processed-gene-1.59-mRNA-1	795	572.519	721	61.5259	721	1.2593468513708714	61.5258466443105
augustus_masked-YALI0A-processed-gene-1.77-mRNA-1	2817	2444.14	1046	20.9082	1046	0.427962391679691	20.908257682428378
genemark-YALI0A-processed-gene-1.60-mRNA-1	372	162.056	1928	581.239	1928	11.897121982524558	581.2382043983025
augustus_masked-YALI0A-processed-gene-1.78-mRNA-1	1062	826.684	328	19.3841	328	0.39676587426392673	19.3841405225931
genemark-YALI0A-processed-gene-1.61-mRNA-1	306	109.079	1361	609.579	1361	12.477195427167466	609.5779026781579
augustus_masked-YALI0A-processed-gene-1.92-mRNA-1	1422	1139.55	401	17.1919	401	0.35189329121144314	17.19187422168015
genemark-YALI0A-processed-gene-1.63-mRNA-1	1083	833.89	103	6.03449	103	0.1235174903164686	6.034491735798316
augustus_masked-YALI0A-processed-gene-2.0-mRNA-1	1032	811.237	0	0	0	0	0
genemark-YALI0A-processed-gene-2.28-mRNA-1	3351	2996.54	2	0.0326079	2	6.674364433646806e-4	0.032607849231193295
maker-YALI0A-snap-gene-2.54-mRNA-1	3081	2612.66	1	0.0186995	1	3.8275167836610967e-4	0.018699471905115853
augustus_masked-YALI0A-processed-gene-2.16-mRNA-1	573	316.123	79	12.2091	79	0.24990272773572314	12.209088295195157
augustus_masked-YALI0A-processed-gene-2.17-mRNA-1	1350	1010.58	107	5.17281	107	0.10587979180272714	5.172795585342414
genemark-YALI0A-processed-gene-2.46-mRNA-1	390	177.934	824	226.246	824	4.630930569761822	226.2457906219096
augustus_masked-YALI0A-processed-gene-2.3-mRNA-1	855	575.969	152	12.8931	152	0.2639030920066878	12.893081163531779
augustus_masked-YALI0A-processed-gene-2.19-mRNA-1	1143	863.468	290	16.4083	290	0.33585494772244023	16.408315140352386
augustus_masked-YALI0A-processed-gene-2.4-mRNA-1	1839	1550.17	737	23.2273	737	0.4754317268428624	23.227389248428185
snap_masked-YALI0A-processed-gene-2.80-mRNA-1	204	48.7294	23	23.0595	23	0.4719943196509705	23.059453474806986
genemark-YALI0A-processed-gene-2.33-mRNA-1	957	736.237	0	0	0	0	0
augustus_masked-YALI0A-processed-gene-2.6-mRNA-1	2037	1939.36	2141	53.935	2141	1.1039724445177792	53.934973710386096
genemark-YALI0A-processed-gene-2.35-mRNA-1	1599	1282.7	17	0.647493	17	0.01325329383332034	0.647494471466079
augustus_masked-YALI0A-processed-gene-2.8-mRNA-1	1554	1314.29	25	0.929308	25	0.019021677103226838	0.9293109258158393
genemark-YALI0A-processed-gene-2.37-mRNA-1	1329	1069.12	40	1.82787	40	0.0374139479197845	1.8278719794829386
genemark-YALI0A-processed-gene-2.50-mRNA-1	1074	834.615	391	22.8877	391	0.4684794785619717	22.887734640090834
genemark-YALI0A-processed-gene-2.38-mRNA-1	1920	1666.42	556	16.3005	556	0.333649380108256	16.300561335555685
genemark-YALI0A-processed-gene-2.39-mRNA-1	372	162.056	501	151.038	501	3.091523917658093	151.03752095619788
augustus_masked-YALI0A-processed-gene-2.22-mRNA-1	4098	3709.03	1624	21.3913	1624	0.4378503274441026	21.391336366277663
genemark-YALI0A-processed-gene-2.40-mRNA-1	393	180.619	242	65.4583	242	1.339836894235933	65.45821684741935
genemark-YALI0A-processed-gene-2.52-mRNA-1	435	218.945	258	57.57	258	1.178378131494211	57.570090502390805
augustus_masked-YALI0A-processed-gene-2.13-mRNA-1	2229	1834.57	734	19.5467	734	0.40009375493984967	19.546725338598723
genemark-YALI0A-processed-gene-2.53-mRNA-1	2250	2037.17	2813	67.4613	2813	1.3808371417211132	67.46129879136988
genemark-YALI0A-processed-gene-2.42-mRNA-1	1575	1348.42	224	8.11586	224	0.16612034825944438	8.115869794238348
snap_masked-YALI0A-processed-gene-2.74-mRNA-1	1602	1279.28	449	17.1471	449	0.3509786755049715	17.147190340004823
augustus_masked-YALI0A-processed-gene-2.15-mRNA-1	2487	2180.14	1083	24.2692	1083	0.4967570889942848	24.26924754182412
augustus_masked-YALI0A-processed-gene-3.49-mRNA-1	1488	1296.28	10112	381.109	10112	7.800783781281822	381.1101176058978
snap_masked-YALI0A-processed-gene-3.12-mRNA-1	1473	1175.39	292	12.137	292	0.2484281812845098	12.137048794140695
augustus_masked-YALI0A-processed-gene-3.50-mRNA-1	1482	1270.95	2185	83.9913	2185	1.7191864353436406	83.99147610429179
snap_masked-YALI0A-processed-gene-3.11-mRNA-1	246	69.8033	0	0	0	0	0
snap_masked-YALI0A-processed-gene-3.13-mRNA-1	804	583.743	22	1.84125	22	0.037687818098032864	1.84125200625556
snap_masked-YALI0A-processed-gene-3.14-mRNA-1	237	64.8109	44	33.1678	44	0.6788981483053005	33.16781497827185
snap_masked-YALI0A-processed-gene-3.31-mRNA-1	1056	769.926	127	8.05874	127	0.1649509173608892	8.058736824042487
genemark-YALI0A-processed-gene-3.107-mRNA-1	2286	1983.03	483	11.8996	483	0.24356666313671502	11.899537563859571
snap_masked-YALI0A-processed-gene-3.15-mRNA-1	543	305.966	8	1.2774	8	0.02614669603812188	1.2774063070437884
augustus_masked-YALI0A-processed-gene-3.54-mRNA-1	1026	749.357	10777	702.621	10777	14.381663212594265	702.6213662621961
genemark-YALI0A-processed-gene-3.108-mRNA-1	2277	1944.52	679	17.0596	679	0.34918643161294305	17.05962961538784
genemark-YALI0A-processed-gene-3.109-mRNA-1	558	309.659	268	42.2828	268	0.8654681439906478	42.282759705747786
genemark-YALI0A-processed-gene-3.94-mRNA-1	1020	791.417	295	18.2108	295	0.37274913225265566	18.21079389114448
genemark-YALI0A-processed-gene-3.110-mRNA-1	1284	1069.17	412	18.8263	412	0.3853456419465566	18.8262009355476
snap_masked-YALI0A-processed-gene-3.35-mRNA-1	348	141.953	111	38.2024	111	0.7819489549357886	38.202399468174804
genemark-YALI0A-processed-gene-3.95-mRNA-1	546	351.159	3959	550.8	3959	11.274095210431742	550.800005745282
genemark-YALI0A-processed-gene-3.96-mRNA-1	783	527.95	2015	186.464	2015	3.8166493039113547	186.46378439104885
genemark-YALI0A-processed-gene-3.97-mRNA-1	1011	794.914	1895	116.467	1895	2.3839056803629073	116.46657562596691
genemark-YALI0A-processed-gene-3.112-mRNA-1	957	733.688	415	27.6343	415	0.5656355289987025	27.634328680668474
snap_masked-YALI0A-processed-gene-3.37-mRNA-1	537	303.268	17	2.73863	17	0.05605602965034227	2.7386376358519184
genemark-YALI0A-processed-gene-3.98-mRNA-1	423	207.757	699	164.374	699	3.3645075737520274	164.37423636780645
snap_masked-YALI0A-processed-gene-3.38-mRNA-1	210	51.3927	177	168.261	177	3.444068904727714	168.26123401511762
genemark-YALI0A-processed-gene-3.99-mRNA-1	1584	1289.04	71	2.69094	71	0.05507974927077515	2.690941104233397
genemark-YALI0A-processed-gene-3.100-mRNA-1	675	450.437	10086	1093.95	10086	22.391588612835978	1093.949173427616
genemark-YALI0A-processed-gene-3.115-mRNA-1	633	431.926	598	67.64	598	1.3844964183679611	67.64007407758909
genemark-YALI0A-processed-gene-3.101-mRNA-1	2304	1933.44	639	16.1467	639	0.3304990069513406	16.146648713696397
genemark-YALI0A-processed-gene-3.116-mRNA-1	1071	981.289	3295	164.048	3295	3.357828325804121	164.0479192896362
genemark-YALI0A-processed-gene-3.102-mRNA-1	507	297.089	780	128.269	780	2.6254758675009846	128.26857463165442
genemark-YALI0A-processed-gene-3.117-mRNA-1	966	746.513	1873	122.578	1873	2.508998503709915	122.57803082766436
augustus_masked-YALI0A-processed-gene-3.64-mRNA-1	1617	1396.24	0	0	0	0	0
genemark-YALI0A-processed-gene-3.118-mRNA-1	345	139.472	910	318.761	910	6.524607089595044	318.7620430160475
genemark-YALI0A-processed-gene-3.104-mRNA-1	1632	1367.5	27	0.9646	27	0.019744058500914076	0.9646031306952391
snap_masked-YALI0A-processed-gene-3.43-mRNA-1	666	445.341	0	0	0	0	0
augustus_masked-YALI0A-processed-gene-3.66-mRNA-1	969	665.567	14	1.02766	14	0.021034696732259862	1.0276577290440776
snap_masked-YALI0A-processed-gene-3.30-mRNA-1	306	109.079	2.30229	1.03117	2	0.01833533494073103	0.895779430827565
genemark-YALI0A-processed-gene-3.121-mRNA-1	1647	1394.9	360.142	12.6137	360	0.25808301670370637	12.608739276179792
snap_masked-YALI0A-processed-gene-3.45-mRNA-1	1980	1654.6	1169	34.5171	1169	0.7065151698295661	34.5170545695925
snap_masked-YALI0A-processed-gene-3.46-mRNA-1	516	300.577	28	4.55107	28	0.09315416681915116	4.551080566687934
genemark-YALI0A-processed-gene-3.124-mRNA-1	1815	1584.86	1148	35.3885	1148	0.7243542016329518	35.38858693085051
genemark-YALI0A-processed-gene-3.125-mRNA-1	2103	1876.03	983	25.5992	983	0.5239788276306883	25.59917544446008
snap_masked-YALI0A-processed-gene-4.0-mRNA-1	1218	917.955	181	9.63318	181	0.19717742155116535	9.633174360877401
genemark-YALI0A-processed-gene-4.75-mRNA-1	2520	2159.9	1241	28.0705	1241	0.5745636372054261	28.070514641472467
genemark-YALI0A-processed-gene-4.73-mRNA-1	315	115.861	409	172.464	409	3.5300920931115733	172.46392804702677
genemark-YALI0A-processed-gene-4.76-mRNA-1	1476	1284.35	10525	400.36	10525	8.194806711566162	400.3602506066884
snap_masked-YALI0A-processed-gene-4.2-mRNA-1	1026	764.698	301	19.2304	301	0.3936194419234783	19.230420430749934
snap_masked-YALI0A-processed-gene-4.20-mRNA-1	1029	818.169	230	13.734	230	0.28111551525418343	13.734000336791782
genemark-YALI0A-processed-gene-4.77-mRNA-1	450	224.058	117	25.5117	117	0.5221862196395576	25.51159693164956
snap_masked-YALI0A-processed-gene-4.6-mRNA-1	549	276.024	163	28.8505	163	0.5905283598527664	28.850476949910355
augustus_masked-YALI0A-processed-gene-4.50-mRNA-1	828	562.914	271	23.5201	271	0.4814234501184906	23.52011705966633
genemark-YALI0A-processed-gene-4.93-mRNA-1	990	741.098	520	34.2799	520	0.7016615886158106	34.279931101099166
snap_masked-YALI0A-processed-gene-4.8-mRNA-1	630	405.563	123	14.817	123	0.3032821041367186	14.816957066885431
genemark-YALI0A-processed-gene-4.81-mRNA-1	1560	1379.36	2942	104.202	2942	2.132873216564204	104.20229366614807
genemark-YALI0A-processed-gene-4.94-mRNA-1	1899	1679.44	462	13.4397	462	0.2750916972324108	13.43970452510386
snap_masked-YALI0A-processed-gene-4.23-mRNA-1	3372	3038.15	1638	26.3401	1638	0.5391438869048598	26.34006990910966
genemark-YALI0A-processed-gene-4.82-mRNA-1	963	700.201	605	42.2129	605	0.8640376120571093	42.212870549899364
augustus_masked-YALI0A-processed-gene-4.54-mRNA-1	2307	1869.83	613	16.0166	613	0.32783729002101797	16.016609568811628
genemark-YALI0A-processed-gene-4.84-mRNA-1	2709	2372.04	56	1.1534	56	0.02360837085377987	1.1533955106097362
snap_masked-YALI0A-processed-gene-4.13-mRNA-1	1212	912.342	84	4.49815	84	0.09207073663165787	4.498149192386274
snap_masked-YALI0A-processed-gene-4.24-mRNA-1	558	299.611	19	3.0982	19	0.06341556217895872	3.0981902636578083
snap_masked-YALI0A-processed-gene-4.14-mRNA-1	1647	1362.7	85	3.04741	85	0.0623761649666104	3.0474101363085766
snap_masked-YALI0A-processed-gene-4.15-mRNA-1	816	587.814	80	6.64909	80	0.1360974730101699	6.649091347619482
snap_masked-YALI0A-processed-gene-4.25-mRNA-1	1164	914.428	470	25.1108	470	0.5139825114716522	25.11080179716871
genemark-YALI0A-processed-gene-4.98-mRNA-1	2100	1703.85	2	0.0573469	2	0.0011738122487308157	0.05734702264591364
snap_masked-YALI0A-processed-gene-4.27-mRNA-1	831	547.423	78	6.9612	78	0.14248579252241866	6.961195011671701
genemark-YALI0A-processed-gene-4.100-mRNA-1	846	636.906	94	7.21049	94	0.14758849814572325	7.210489543443268
genemark-YALI0A-processed-gene-4.101-mRNA-1	1059	856.14	1121	63.9695	1121	1.3093652907234798	63.969515618943156
genemark-YALI0A-processed-gene-4.102-mRNA-1	627	399.935	545	66.5763	545	1.362721442234363	66.57624973021336
augustus_masked-YALI0A-processed-gene-4.59-mRNA-1	870	612.185	79	6.30459	79	0.12904595832958993	6.304587043364307
snap_masked-YALI0A-processed-gene-4.18-mRNA-1	729	508.267	0	0	0	0	0
snap_masked-YALI0A-processed-gene-4.19-mRNA-1	456	228.061	639	136.887	639	2.8018819526354792	136.88695782711278
augustus_masked-YALI0A-processed-gene-5.81-mRNA-1	3645	3219.02	1965	29.823	1965	0.610434231536306	29.822985522262446
augustus_masked-YALI0A-processed-gene-5.83-mRNA-1	1314	980.849	80	3.98474	80	0.08156199374215603	3.9847407515423865
augustus_masked-YALI0A-processed-gene-5.84-mRNA-1	1425	1114.46	387	16.9651	387	0.34725337831775027	16.96518959636858
genemark-YALI0A-processed-gene-5.50-mRNA-1	537	312.567	278	43.4524	278	0.8894093106437979	43.45241407569689
genemark-YALI0A-processed-gene-5.53-mRNA-1	2355	2134.72	1292	29.5689	1292	0.6052315994603509	29.568809047446514
snap_masked-YALI0A-processed-gene-5.8-mRNA-1	1986	1597.71	209	6.39087	209	0.130812224997027	6.390878641263167
augustus_masked-YALI0A-processed-gene-5.97-mRNA-1	930	655.682	105	7.82363	105	0.16013860377439063	7.8236295004287095
maker-YALI0A-snap-gene-5.0-mRNA-1	753	509.441	251	24.0709	251	0.49269689718730925	24.070885400218305
snap_masked-YALI0A-processed-gene-5.22-mRNA-1	1395	1123.93	676	29.3845	676	0.6014609450766506	29.384592361544847
genemark-YALI0A-processed-gene-5.56-mRNA-1	567	370.901	1240	163.334	1240	3.3432101827711436	163.3337446160802
genemark-YALI0A-processed-gene-5.67-mRNA-1	1218	978.902	2801	139.793	2801	2.8613691666785845	139.79322721948014
maker-YALI0A-snap-gene-5.1-mRNA-1	2820	2494.31	498	9.7542	498	0.19965441344500082	9.754188697184691
snap_masked-YALI0A-processed-gene-5.24-mRNA-1	414	199.574	797	195.105	797	3.993506168138134	195.10419056236344
genemark-YALI0A-processed-gene-5.58-mRNA-1	981	735.543	2676	177.742	2676	3.638128566242898	177.74208907997362
snap_masked-YALI0A-processed-gene-5.25-mRNA-1	336	132.188	3	1.10877	3	0.022694949617211854	1.1087699851942683
augustus_masked-YALI0A-processed-gene-5.101-mRNA-1	939	650.747	3	0.225227	3	0.00461008656205868	0.22522744907446354
augustus_masked-YALI0A-processed-gene-5.102-mRNA-1	399	186.048	482	126.571	482	2.5907292741658066	126.57101722669863
genemark-YALI0A-processed-gene-5.72-mRNA-1	807	577.446	109	9.22204	109	0.18876223923968646	9.222047580502032
genemark-YALI0A-processed-gene-5.73-mRNA-1	318	118.138	374	154.666	374	3.1657891618276928	154.66577636399694
augustus_masked-YALI0A-processed-gene-5.91-mRNA-1	855	586.675	123	10.2428	123	0.20965611283930627	10.24282534438532
genemark-YALI0A-processed-gene-5.74-mRNA-1	1392	1158.99	359	15.133	359	0.3097524568805598	15.133068494185084
snap_masked-YALI0A-processed-gene-5.14-mRNA-1	1413	1135.37	18	0.774543	18	0.01585386261747272	0.7745462015177075
genemark-YALI0A-processed-gene-5.75-mRNA-1	4230	3833.21	1332	16.9767	1332	0.3474894409646223	16.97672252249937
snap_masked-YALI0A-processed-gene-5.15-mRNA-1	399	186.048	112	29.4106	112	0.6019951840385277	29.410692799564828
snap_masked-YALI0A-processed-gene-5.16-mRNA-1	354	146.828	55	18.3007	55	0.3745879532514234	18.30063015718459
augustus_masked-YALI0A-processed-gene-5.93-mRNA-1	966	715.637	588	40.1418	588	0.8216456108334254	40.14179397286689
genemark-YALI0A-processed-gene-5.76-mRNA-1	2358	2044.93	2150	51.3657	2150	1.0513807318587922	51.36558653615671
genemark-YALI0A-processed-gene-5.62-mRNA-1	489	266.332	501	91.9024	501	1.8811107940465284	91.90234930867342
genemark-YALI0A-processed-gene-5.77-mRNA-1	309	111.336	412	180.789	412	3.7005101674211396	180.78976480437083
genemark-YALI0A-processed-gene-5.63-mRNA-1	2922	2524.58	361	6.98603	361	0.14299408218396722	6.986027687223542
genemark-YALI0A-processed-gene-5.78-mRNA-1	1095	862.662	240	13.592	240	0.2782086147297551	13.5919826585949
genemark-YALI0A-processed-gene-5.64-mRNA-1	2922	2781.51	2683	47.1251	2683	0.9645839849578106	47.12510002265834
augustus_masked-YALI0A-processed-gene-5.110-mRNA-1	1491	1181.09	16	0.661833	16	0.01354680845659518	0.6618342347170154
augustus_masked-YALI0A-processed-gene-6.36-mRNA-1	1743	1399.57	819	28.5892	819	0.5851797337753739	28.589167885265304
snap_masked-YALI0A-processed-gene-6.70-mRNA-1	1341	1035.21	163	7.69258	163	0.15745597511616	7.692568705501353
snap_masked-YALI0A-processed-gene-6.67-mRNA-1	288	96.1325	60	30.4925	60	0.6241385587600448	30.4925153934122
snap_masked-YALI0A-processed-gene-6.68-mRNA-1	855	627.355	578	45.0118	578	0.9213284344589586	45.01183443295159
snap_masked-YALI0A-processed-gene-6.71-mRNA-1	435	218.945	1	0.22314	1	0.004567357098814771	0.2231398856681814
snap_masked-YALI0A-processed-gene-6.83-mRNA-1	720	429.501	421	47.8884	421	0.9802072637781984	47.888380969236415
snap_masked-YALI0A-processed-gene-6.84-mRNA-1	393	180.619	0	0	0	0	0
augustus_masked-YALI0A-processed-gene-6.51-mRNA-1	234	63.2529	1	0.772382	1	0.015809551815015598	0.772381381211296
augustus_masked-YALI0A-processed-gene-6.52-mRNA-1	870	648.129	3	0.226137	3	0.004628708173835764	0.22613721466383993
snap_masked-YALI0A-processed-gene-6.72-mRNA-1	930	653.637	230	17.1911	230	0.3518772652098948	17.1910912655688
snap_masked-YALI0A-processed-gene-6.87-mRNA-1	993	792.543	775	47.7739	775	0.9778649234174045	47.77394508235576
snap_masked-YALI0A-processed-gene-6.88-mRNA-1	1413	1129.82	3406	147.281	3406	3.0146395000973607	147.28130488353335
snap_masked-YALI0A-processed-gene-6.73-mRNA-1	468	235.411	4	0.830129	4	0.016991559442846766	0.8301287920720778
genemark-YALI0A-processed-gene-6.5-mRNA-1	1542	1341.31	340	12.384	340	0.2534835347533382	12.384029919251175
snap_masked-YALI0A-processed-gene-6.75-mRNA-1	561	350.687	340	47.3666	340	0.9695255313142489	47.366521060064365
genemark-YALI0A-processed-gene-6.20-mRNA-1	1107	793.05	469	28.8925	469	0.5913876804741189	28.892459370170567
snap_masked-YALI0A-processed-gene-6.90-mRNA-1	285	94.0968	72	37.3827	72	0.7651694850409365	37.38263238780318
genemark-YALI0A-processed-gene-6.7-mRNA-1	1452	1245.56	298	11.6886	298	0.23924981534410225	11.6886364010973
genemark-YALI0A-processed-gene-6.22-mRNA-1	2319	1911.22	329	8.41004	329	0.172141354736765	8.410028246903535
genemark-YALI0A-processed-gene-6.23-mRNA-1	2790	2436.91	3899	78.1673	3899	1.5999770200787062	78.16745693581228
snap_masked-YALI0A-processed-gene-6.93-mRNA-1	1089	795.441	197	12.0996	197	0.24766136017630472	12.099585471104877
genemark-YALI0A-processed-gene-6.9-mRNA-1	498	263.668	92	17.0468	92	0.34892364640381085	17.046791148797112
snap_masked-YALI0A-processed-gene-6.94-mRNA-1	417	202.268	32	7.7292	32	0.1582059445883679	7.729208735755725
genemark-YALI0A-processed-gene-6.26-mRNA-1	684	432.911	1098	123.913	1098	2.5363180884754604	123.91273903838602
snap_masked-YALI0A-processed-gene-6.96-mRNA-1	795	611.116	1927	154.053	1927	3.153247501292717	154.0530489951232
genemark-YALI0A-processed-gene-6.28-mRNA-1	1167	1003.05	1198	58.3509	1198	1.1943572105079507	58.350754196309985
genemark-YALI0A-processed-gene-6.10-mRNA-1	381	169.985	395	113.527	395	2.323734447157102	113.52688822960785
augustus_masked-YALI0A-processed-gene-6.63-mRNA-1	7935	7229.01	68931	465.852	68931	9.53533056393614	465.8520290426092
genemark-YALI0A-processed-gene-6.11-mRNA-1	507	270.812	1112	200.608	1112	4.106169593666455	200.6084030308606
snap_masked-YALI0A-processed-gene-6.101-mRNA-1	969	822.807	254	15.0816	254	0.3086993669232274	15.08161940281922
genemark-YALI0A-processed-gene-6.12-mRNA-1	1116	918.726	175	9.30603	175	0.190481166310739	9.306026385269924
genemark-YALI0A-processed-gene-6.33-mRNA-1	1092	799.624	219	13.3804	219	0.2738787229998099	13.380444229548855
genemark-YALI0A-processed-gene-6.13-mRNA-1	3408	3124.34	2159	33.7603	2159	0.6910259446795163	33.76032286364209
snap_masked-YALI0A-processed-gene-6.82-mRNA-1	969	721.259	781	52.902	781	1.082828775793439	52.90199211519191
genemark-YALI0A-processed-gene-6.34-mRNA-1	492	279.495	1180	206.262	1180	4.221900212883951	206.26246435818732
snap_masked-YALI0A-processed-gene-6.104-mRNA-1	192	43.9864	69	76.6379	69	1.5686666787916264	76.63777886950916
genemark-YALI0A-processed-gene-7.63-mRNA-1	2631	2256.95	1153	24.9585	1153	0.5108664347903143	24.958564742048264
augustus_masked-YALI0A-processed-gene-7.38-mRNA-1	300	104.609	141	65.8513	141	1.3478763777495244	65.8509887269204
genemark-YALI0A-processed-gene-7.65-mRNA-1	2253	1909.46	5	0.12793	5	0.002618541367716527	0.12792978713254002
genemark-YALI0A-processed-gene-7.66-mRNA-1	606	376.772	1693	219.529	1693	4.493433694648222	219.52833097756897
augustus_masked-YALI0A-processed-gene-7.51-mRNA-1	1872	1548.2	47	1.48314	47	0.030357834905051027	1.4831430219468666
augustus_masked-YALI0A-processed-gene-7.52-mRNA-1	1788	1469.25	121	4.02348	121	0.0823549429981283	4.023480574702751
